عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=115 | محمد عبدالكريم | ayat=26
  ✅ read=118 | محمود خليل الحصري | ayat=27
  ✅ read=123 | مشاري العفاسي | ayat=26
  ✅ read=139 | ماجد الزامل | ayat=26
  ✅ read=159 | خالد المهنا | ayat=27
  ✅ read=181 | جمعان العصيمي | ayat=26
  ✅ read=193 | يوسف بن نوح أحمد | ayat=26
  ✅ read=198 | محمد رشاد الشريف | ayat=26
  ✅ read=201 | أحمد الطرابلسي | ayat=26
  ✅ read=203 | أحمد عامر | ayat=26
  ✅ read=217 | بندر بليله | ayat=26
  ✅ read=219 | وديع اليمني | ayat=26
  ✅ read=221 | رعد محمد الكردي | ayat=26
  ✅ read=225 | عبدالرحمن العوسي | ayat=26
  ✅ read=229 | محمد خليل القارئ | ayat=26
  ✅ read=232 | إبراهيم الدوسري | ayat=26
  ✅ read=236 | عبدالرحمن الماجد | ayat=26
  ✅ read=243 | عبدالله الموسى | ayat=26
  ✅ read=244 | عبدالله الخلف | ayat=26
  ✅ read=245 | منصور السالمي | ayat=26
  ✅ read=250 | محمد البخيت | ayat=26
  ✅ read=256 | أحمد خليل شاهين | ayat=26
  ✅ read=258 | عبدالرشيد صوفي | ayat=26
  ✅ read=259 | أحمد النفيس | ayat=26
  ✅ read=265 | أحمد ديبان | ayat=26
  ✅ read=268 | بيشه وا قادر الكردي | ayat=26
  ✅ read=273 | هيثم الدخين | ayat=26
  ✅ read=282 | عبدالعزيز التركي | ayat=26
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=26
  ✅ read=294 | سيد أحمد هاشمي | ayat=26
  ✅ read=295 | خالد كريم محمدي | ayat=26
  ✅ read=299 | حسن صالح | ayat=26
  ✅ read=300 | صالح الشمراني | ayat=26
  ✅ read=303 | عيسى عمر سناكو | ayat=26
  ✅ read=314 | أنس العمادي | ayat=26
  ✅ read=340 | محمد برهجي | ayat=26
  ✅ read=10905 | حسن الدغريري | ayat=26
✅ تم إنشاء: timings_hafs_114/timing_088.json

📖 تحميل توقيتات السورة 089 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=31
  ✅ read=3 | إبراهيم العسيري | ayat=30
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=30
  ✅ read=5 | أحمد بن علي العجمي | ayat=31
  ✅ read=6 | أحمد الحواشي | ayat=30
  ✅ read=8 | أحمد صابر | ayat=30
  ✅ read=9 | أحمد نعينع | ayat=31
  ✅ read=10 | أكرم العلاقمي | ayat=31
  ✅ read=12 | إدريس أبكر | ayat=30
  ✅ read=13 | الزين محمد أحمد | ayat=30
  ✅ read=17 | توفيق الصايغ | ayat=30
  ✅ read=20 | خالد الجليل | ayat=30
  ✅ read=21 | خالد القحطاني | ayat=30
  ✅ read=22 | خالد عبدالكافي | ayat=30
  ✅ read=24 | خليفة الطنيجي | ayat=30
  ✅ read=25 | داود حمزة | ayat=30
  ✅ read=30 | سعد الغامدي | ayat=30
  ✅ read=31 | سعود الشريم | ayat=31
  ✅ read=32 | سهل ياسين | ayat=31
  ✅ read=33 | زكي داغستاني | ayat=30
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=30
  ✅ read=39 | صابر عبدالحكم | ayat=30
  ✅ read=40 | صالح الصاهود | ayat=30
  ✅ read=42 | صالح الهبدان | ayat=30
  ✅ read=43 | صلاح البدير | ayat=30
  ✅ read=44 | صلاح الهاشم | ayat=30
  ✅ read=46 | صلاح بو خاطر | ayat=30
  ✅ read=48 | عادل ريان | ayat=30
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=30
  ✅ read=50 | عبدالبارئ محمد | ayat=30
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=31
  ✅ read=54 | عبدالرحمن السديس | ayat=30
  ✅ read=55 | عبدالعزيز الأحمد | ayat=30
  ✅ read=56 | عبدالعزيز الزهراني | ayat=30
  ✅ read=58 | عبدالله البعيجان | ayat=30
  ✅ read=59 | عبدالله المطرود | ayat=30
  ✅ read=60 | عبدالله بصفر | ayat=31
  ✅ read=61 | عبدالله خياط | ayat=30
  ✅ read=62 | عبدالله عواد الجهني | ayat=31
  ✅ read=66 | عبدالمحسن الحارثي | ayat=30
  ✅ read=67 | عبدالمحسن القاسم | ayat=31
  ✅ read=69 | عبدالمحسن العبيكان | ayat=30
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=30
  ✅ read=71 | عبدالودود حنيف | ayat=30
  ✅ read=72 | عبدالولي الأركاني | ayat=30
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=30
  ✅ read=76 | علي جابر | ayat=30
  ✅ read=77 | علي حجاج السويسي | ayat=31
  ✅ read=78 | عماد زهير حافظ | ayat=31
  ✅ read=81 | فارس عباد | ayat=30
  ✅ read=86 | ناصر القطامي | ayat=30
  ✅ read=87 | نبيل الرفاعي | ayat=30
  ✅ read=88 | نعمة الحسان | ayat=30
  ✅ read=89 | هاني الرفاعي | ayat=30
  ✅ read=92 | ياسر الدوسري | ayat=30
  ✅ read=106 | محمد الطبلاوي | ayat=31
  ✅ read=109 | محمد أيوب | ayat=30
  ✅ read=110 | محمد صالح عالم شاه | ayat=30
  ✅ read=112 | محمد صديق المنشاوي | ayat=31
  ✅ read=115 | محمد عبدالكريم | ayat=30
  ✅ read=118 | محمود خليل الحصري | ayat=31
  ✅ read=123 | مشاري العفاسي | ayat=30
  ✅ read=139 | ماجد الزامل | ayat=30
  ✅ read=159 | خالد المهنا | ayat=31
  ✅ read=181 | جمعان العصيمي | ayat=30
  ✅ read=193 | يوسف بن نوح أحمد | ayat=30
  ✅ read=198 | محمد رشاد الشريف | ayat=30
  ✅ read=201 | أحمد الطرابلسي | ayat=30
  ✅ read=203 | أحمد عامر | ayat=30
  ✅ read=217 | بندر بليله | ayat=30
  ✅ read=219 | وديع اليمني | ayat=30
  ✅ read=221 | رعد محمد الكردي | ayat=30
  ✅ read=225 | عبدالرحمن العوسي | ayat=30
  ✅ read=229 | محمد خليل القارئ | ayat=30
  ✅ read=232 | إبراهيم الدوسري | ayat=30
  ✅ read=236 | عبدالرحمن الماجد | ayat=30
  ✅ read=243 | عبدالله الموسى | ayat=30
  ✅ read=244 | عبدالله الخلف | ayat=30
  ✅ read=245 | منصور السالمي | ayat=30
  ✅ read=250 | محمد البخيت | ayat=30
  ✅ read=256 | أحمد خليل شاهين | ayat=30
  ✅ read=258 | عبدالرشيد صوفي | ayat=30
  ✅ read=259 | أحمد النفيس | ayat=30
  ✅ read=265 | أحمد ديبان | ayat=30
  ✅ read=268 | بيشه وا قادر الكردي | ayat=30
  ✅ read=273 | هيثم الدخين | ayat=30
  ✅ read=282 | عبدالعزيز التركي | ayat=30
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=30
  ✅ read=294 | سيد أحمد هاشمي | ayat=30
  ✅ read=295 | خالد كريم محمدي | ayat=30
  ✅ read=299 | حسن صالح | ayat=30
  ✅ read=300 | صالح الشمراني | ayat=30
  ✅ read=303 | عيسى عمر سناكو | ayat=30
  ✅ read=314 | أنس العمادي | ayat=30
  ✅ read=340 | محمد برهجي | ayat=30
  ✅ read=10905 | حسن الدغريري | ayat=30
✅ تم إنشاء: timings_hafs_114/timing_089.json

📖 تحميل توقيتات السورة 090 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=21
  ✅ read=3 | إبراهيم العسيري | ayat=20
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=20
  ✅ read=5 | أحمد بن علي العجمي | ayat=21
  ✅ read=6 | أحمد الحواشي | ayat=20
  ✅ read=8 | أحمد صابر | ayat=20
  ✅ read=9 | أحمد نعينع | ayat=21
  ✅ read=10 | أكرم العلاقمي | ayat=21
  ✅ read=12 | إدريس أبكر | ayat=20
  ✅ read=13 | الزين محمد أحمد | ayat=20
  ✅ read=17 | توفيق الصايغ | ayat=20
  ✅ read=20 | خالد الجليل | ayat=20
  ✅ read=21 | خالد القحطاني | ayat=20
  ✅ read=22 | خالد عبدالكافي | ayat=20
  ✅ read=24 | خليفة الطنيجي | ayat=20
  ✅ read=25 | داود حمزة | ayat=20
  ✅ read=30 | سعد الغامدي | ayat=20
  ✅ read=31 | سعود الشريم | ayat=21
  ✅ read=32 | سهل ياسين | ayat=21
  ✅ read=33 | زكي داغستاني | ayat=20
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=20
  ✅ read=39 | صابر عبدالحكم | ayat=20
  ✅ read=40 | صالح الصاهود | ayat=20
  ✅ read=42 | صالح الهبدان | ayat=20
  ✅ read=43 | صلاح البدير | ayat=20
  ✅ read=44 | صلاح الهاشم | ayat=20
  ✅ read=46 | صلاح بو خاطر | ayat=20
  ✅ read=48 | عادل ريان | ayat=20
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=20
  ✅ read=50 | عبدالبارئ محمد | ayat=20
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=21
  ✅ read=54 | عبدالرحمن السديس | ayat=20
  ✅ read=55 | عبدالعزيز الأحمد | ayat=20
  ✅ read=56 | عبدالعزيز الزهراني | ayat=20
  ✅ read=58 | عبدالله البعيجان | ayat=20
  ✅ read=59 | عبدالله المطرود | ayat=20
  ✅ read=60 | عبدالله بصفر | ayat=21
  ✅ read=61 | عبدالله خياط | ayat=20
  ✅ read=62 | عبدالله عواد الجهني | ayat=21
  ✅ read=66 | عبدالمحسن الحارثي | ayat=20
  ✅ read=67 | عبدالمحسن القاسم | ayat=21
  ✅ read=69 | عبدالمحسن العبيكان | ayat=20
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=20
  ✅ read=71 | عبدالودود حنيف | ayat=20
  ✅ read=72 | عبدالولي الأركاني | ayat=20
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=20
  ✅ read=76 | علي جابر | ayat=20
  ✅ read=77 | علي حجاج السويسي | ayat=21
  ✅ read=78 | عماد زهير حافظ | ayat=21
  ✅ read=81 | فارس عباد | ayat=20
  ✅ read=86 | ناصر القطامي | ayat=20
  ✅ read=87 | نبيل الرفاعي | ayat=20
  ✅ read=88 | نعمة الحسان | ayat=20
  ✅ read=89 | هاني الرفاعي | ayat=20
  ✅ read=92 | ياسر الدوسري | ayat=20
  ✅ read=106 | محمد الطبلاوي | ayat=21
  ✅ read=109 | محمد أيوب | ayat=20
  ✅ read=110 | محمد صالح عالم شاه | ayat=20
  ✅ read=112 | محمد صديق المنشاوي | ayat=21
  ✅ read=115 | محمد عبدالكريم | ayat=20
  ✅ read=118 | محمود خليل الحصري | ayat=21
  ✅ read=123 | مشاري العفاسي | ayat=20
  ✅ read=139 | ماجد الزامل | ayat=20
  ✅ read=159 | خالد المهنا | ayat=21
  ✅ read=181 | جمعان العصيمي | ayat=20
  ✅ read=193 | يوسف بن نوح أحمد | ayat=20
  ✅ read=198 | محمد رشاد الشريف | ayat=20
  ✅ read=201 | أحمد الطرابلسي | ayat=20
  ✅ read=203 | أحمد عامر | ayat=20
  ✅ read=217 | بندر بليله | ayat=20
  ✅ read=219 | وديع اليمني | ayat=20
  ✅ read=221 | رعد محمد الكردي | ayat=20
  ✅ read=225 | عبدالرحمن العوسي | ayat=20
  ✅ read=229 | محمد خليل القارئ | ayat=20
  ✅ read=232 | إبراهيم الدوسري | ayat=20
  ✅ read=236 | عبدالرحمن الماجد | ayat=20
  ✅ read=243 | عبدالله الموسى | ayat=20
  ✅ read=244 | عبدالله الخلف | ayat=20
  ✅ read=245 | منصور السالمي | ayat=20
  ✅ read=250 | محمد البخيت | ayat=20
  ✅ read=256 | أحمد خليل شاهين | ayat=20
  ✅ read=258 | عبدالرشيد صوفي | ayat=20
  ✅ read=259 | أحمد النفيس | ayat=20
  ✅ read=265 | أحمد ديبان | ayat=20
  ✅ read=268 | بيشه وا قادر الكردي | ayat=20
  ✅ read=273 | هيثم الدخين | ayat=20
  ✅ read=282 | عبدالعزيز التركي | ayat=20
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=20
  ✅ read=294 | سيد أحمد هاشمي | ayat=20
  ✅ read=295 | خالد كريم محمدي | ayat=20
  ✅ read=299 | حسن صالح | ayat=20
  ✅ read=300 | صالح الشمراني | ayat=20
  ✅ read=303 | عيسى عمر سناكو | ayat=20
  ✅ read=314 | أنس العمادي | ayat=20
  ✅ read=340 | محمد برهجي | ayat=20
  ✅ read=10905 | حسن الدغريري | ayat=20
✅ تم إنشاء: timings_hafs_114/timing_090.json

📖 تحميل توقيتات السورة 091 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=16
  ✅ read=3 | إبراهيم العسيري | ayat=15
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=15
  ✅ read=5 | أحمد بن علي العجمي | ayat=16
  ✅ read=6 | أحمد الحواشي | ayat=15
  ✅ read=8 | أحمد صابر | ayat=15
  ✅ read=9 | أحمد نعينع | ayat=16
  ✅ read=10 | أكرم العلاقمي | ayat=16
  ✅ read=12 | إدريس أبكر | ayat=15
  ✅ read=13 | الزين محمد أحمد | ayat=15
  ✅ read=17 | توفيق الصايغ | ayat=15
  ✅ read=20 | خالد الجليل | ayat=15
  ✅ read=21 | خالد القحطاني | ayat=15
  ✅ read=22 | خالد عبدالكافي | ayat=15
  ✅ read=24 | خليفة الطنيجي | ayat=15
  ✅ read=25 | داود حمزة | ayat=15
  ✅ read=30 | سعد الغامدي | ayat=15
  ✅ read=31 | سعود الشريم | ayat=17
  ✅ read=32 | سهل ياسين | ayat=16
  ✅ read=33 | زكي داغستاني | ayat=15
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=15
  ✅ read=39 | صابر عبدالحكم | ayat=15
  ✅ read=40 | صالح الصاهود | ayat=15
  ✅ read=42 | صالح الهبدان | ayat=15
  ✅ read=43 | صلاح البدير | ayat=15
  ✅ read=44 | صلاح الهاشم | ayat=15
  ✅ read=46 | صلاح بو خاطر | ayat=15
  ✅ read=48 | عادل ريان | ayat=15
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=15
  ✅ read=50 | عبدالبارئ محمد | ayat=15
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=16
  ✅ read=54 | عبدالرحمن السديس | ayat=15
  ✅ read=55 | عبدالعزيز الأحمد | ayat=15
  ✅ read=56 | عبدالعزيز الزهراني | ayat=15
  ✅ read=58 | عبدالله البعيجان | ayat=15
  ✅ read=59 | عبدالله المطرود | ayat=15
  ✅ read=60 | عبدالله بصفر | ayat=16
  ✅ read=61 | عبدالله خياط | ayat=15
  ✅ read=62 | عبدالله عواد الجهني | ayat=16
  ✅ read=66 | عبدالمحسن الحارثي | ayat=15
  ✅ read=67 | عبدالمحسن القاسم | ayat=16
  ✅ read=69 | عبدالمحسن العبيكان | ayat=15
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=15
  ✅ read=71 | عبدالودود حنيف | ayat=15
  ✅ read=72 | عبدالولي الأركاني | ayat=15
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=15
  ✅ read=76 | علي جابر | ayat=15
  ✅ read=77 | علي حجاج السويسي | ayat=16
  ✅ read=78 | عماد زهير حافظ | ayat=16
  ✅ read=81 | فارس عباد | ayat=15
  ✅ read=86 | ناصر القطامي | ayat=15
  ✅ read=87 | نبيل الرفاعي | ayat=15
  ✅ read=88 | نعمة الحسان | ayat=15
  ✅ read=89 | هاني الرفاعي | ayat=15
  ✅ read=92 | ياسر الدوسري | ayat=15
  ✅ read=106 | محمد الطبلاوي | ayat=16
  ✅ read=109 | محمد أيوب | ayat=15
  ✅ read=110 | محمد صالح عالم شاه | ayat=15
  ✅ read=112 | محمد صديق المنشاوي | ayat=16
  ✅ read=115 | محمد عبدالكريم | ayat=15
  ✅ read=118 | محمود خليل الحصري | ayat=16
  ✅ read=123 | مشاري العفاسي | ayat=15
  ✅ read=139 | ماجد الزامل | ayat=15
  ✅ read=159 | خالد المهنا | ayat=16
  ✅ read=181 | جمعان العصيمي | ayat=15
  ✅ read=193 | يوسف بن نوح أحمد | ayat=15
  ✅ read=198 | محمد رشاد الشريف | ayat=15
  ✅ read=201 | أحمد الطرابلسي | ayat=15
  ✅ read=203 | أحمد عامر | ayat=15
  ✅ read=217 | بندر بليله | ayat=15
  ✅ read=219 | وديع اليمني | ayat=15
  ✅ read=221 | رعد محمد الكردي | ayat=15
  ✅ read=225 | عبدالرحمن العوسي | ayat=15
  ✅ read=229 | محمد خليل القارئ | ayat=15
  ✅ read=232 | إبراهيم الدوسري | ayat=15
  ✅ read=236 | عبدالرحمن الماجد | ayat=15
  ✅ read=243 | عبدالله الموسى | ayat=15
  ✅ read=244 | عبدالله الخلف | ayat=15
  ✅ read=245 | منصور السالمي | ayat=15
  ✅ read=250 | محمد البخيت | ayat=15
  ✅ read=256 | أحمد خليل شاهين | ayat=15
  ✅ read=258 | عبدالرشيد صوفي | ayat=15
  ✅ read=259 | أحمد النفيس | ayat=15
  ✅ read=265 | أحمد ديبان | ayat=15
  ✅ read=268 | بيشه وا قادر الكردي | ayat=15
  ✅ read=273 | هيثم الدخين | ayat=15
  ✅ read=282 | عبدالعزيز التركي | ayat=15
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=15
  ✅ read=294 | سيد أحمد هاشمي | ayat=15
  ✅ read=295 | خالد كريم محمدي | ayat=15
  ✅ read=299 | حسن صالح | ayat=15
  ✅ read=300 | صالح الشمراني | ayat=15
  ✅ read=303 | عيسى عمر سناكو | ayat=15
  ✅ read=314 | أنس العمادي | ayat=15
  ✅ read=340 | محمد برهجي | ayat=15
  ✅ read=10905 | حسن الدغريري | ayat=15
✅ تم إنشاء: timings_hafs_114/timing_091.json

📖 تحميل توقيتات السورة 092 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=22
  ✅ read=3 | إبراهيم العسيري | ayat=21
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=21
  ✅ read=5 | أحمد بن علي العجمي | ayat=22
  ✅ read=6 | أحمد الحواشي | ayat=21
  ✅ read=8 | أحمد صابر | ayat=21
  ✅ read=9 | أحمد نعينع | ayat=22
  ✅ read=10 | أكرم العلاقمي | ayat=22
  ✅ read=12 | إدريس أبكر | ayat=21
  ✅ read=13 | الزين محمد أحمد | ayat=21
  ✅ read=17 | توفيق الصايغ | ayat=21
  ✅ read=20 | خالد الجليل | ayat=21
  ✅ read=21 | خالد القحطاني | ayat=21
  ✅ read=22 | خالد عبدالكافي | ayat=21
  ✅ read=24 | خليفة الطنيجي | ayat=21
  ✅ read=25 | داود حمزة | ayat=21
  ✅ read=30 | سعد الغامدي | ayat=21
  ✅ read=31 | سعود الشريم | ayat=22
  ✅ read=32 | سهل ياسين | ayat=22
  ✅ read=33 | زكي داغستاني | ayat=21
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=21
  ✅ read=39 | صابر عبدالحكم | ayat=21
  ✅ read=40 | صالح الصاهود | ayat=21
  ✅ read=42 | صالح الهبدان | ayat=21
  ✅ read=43 | صلاح البدير | ayat=21
  ✅ read=44 | صلاح الهاشم | ayat=21
  ✅ read=46 | صلاح بو خاطر | ayat=21
  ✅ read=48 | عادل ريان | ayat=21
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=21
  ✅ read=50 | عبدالبارئ محمد | ayat=21
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=22
  ✅ read=54 | عبدالرحمن السديس | ayat=21
  ✅ read=55 | عبدالعزيز الأحمد | ayat=21
  ✅ read=56 | عبدالعزيز الزهراني | ayat=21
  ✅ read=58 | عبدالله البعيجان | ayat=21
  ✅ read=59 | عبدالله المطرود | ayat=21
  ✅ read=60 | عبدالله بصفر | ayat=22
  ✅ read=61 | عبدالله خياط | ayat=21
  ✅ read=62 | عبدالله عواد الجهني | ayat=22
  ✅ read=66 | عبدالمحسن الحارثي | ayat=21
  ✅ read=67 | عبدالمحسن القاسم | ayat=22
  ✅ read=69 | عبدالمحسن العبيكان | ayat=21
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=21
  ✅ read=71 | عبدالودود حنيف | ayat=21
  ✅ read=72 | عبدالولي الأركاني | ayat=21
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=21
  ✅ read=76 | علي جابر | ayat=21
  ✅ read=77 | علي حجاج السويسي | ayat=22
  ✅ read=78 | عماد زهير حافظ | ayat=22
  ✅ read=81 | فارس عباد | ayat=21
  ✅ read=86 | ناصر القطامي | ayat=21
  ✅ read=87 | نبيل الرفاعي | ayat=21
  ✅ read=88 | نعمة الحسان | ayat=21
  ✅ read=89 | هاني الرفاعي | ayat=21
  ✅ read=92 | ياسر الدوسري | ayat=21
  ✅ read=106 | محمد الطبلاوي | ayat=22
  ✅ read=109 | محمد أيوب | ayat=21
  ✅ read=110 | محمد صالح عالم شاه | ayat=21
  ✅ read=112 | محمد صديق المنشاوي | ayat=22
  ✅ read=115 | محمد عبدالكريم | ayat=21
  ✅ read=118 | محمود خليل الحصري | ayat=22
  ✅ read=123 | مشاري العفاسي | ayat=21
  ✅ read=139 | ماجد الزامل | ayat=21
  ✅ read=159 | خالد المهنا | ayat=22
  ✅ read=181 | جمعان العصيمي | ayat=21
  ✅ read=193 | يوسف بن نوح أحمد | ayat=21
  ✅ read=198 | محمد رشاد الشريف | ayat=21
  ✅ read=201 | أحمد الطرابلسي | ayat=21
  ✅ read=203 | أحمد عامر | ayat=21
  ✅ read=217 | بندر بليله | ayat=21
  ✅ read=219 | وديع اليمني | ayat=21
  ✅ read=221 | رعد محمد الكردي | ayat=21
  ✅ read=225 | عبدالرحمن العوسي | ayat=21
  ✅ read=229 | محمد خليل القارئ | ayat=21
  ✅ read=232 | إبراهيم الدوسري | ayat=21
  ✅ read=236 | عبدالرحمن الماجد | ayat=21
  ✅ read=243 | عبدالله الموسى | ayat=21
  ✅ read=244 | عبدالله الخلف | ayat=21
  ✅ read=245 | منصور السالمي | ayat=21
  ✅ read=250 | محمد البخيت | ayat=21
  ✅ read=256 | أحمد خليل شاهين | ayat=21
  ✅ read=258 | عبدالرشيد صوفي | ayat=21
  ✅ read=259 | أحمد النفيس | ayat=21
  ✅ read=265 | أحمد ديبان | ayat=21
  ✅ read=268 | بيشه وا قادر الكردي | ayat=21
  ✅ read=273 | هيثم الدخين | ayat=21
  ✅ read=282 | عبدالعزيز التركي | ayat=21
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=21
  ✅ read=294 | سيد أحمد هاشمي | ayat=21
  ✅ read=295 | خالد كريم محمدي | ayat=21
  ✅ read=299 | حسن صالح | ayat=21
  ✅ read=300 | صالح الشمراني | ayat=21
  ✅ read=303 | عيسى عمر سناكو | ayat=21
  ✅ read=314 | أنس العمادي | ayat=21
  ✅ read=340 | محمد برهجي | ayat=21
  ✅ read=10905 | حسن الدغريري | ayat=21
✅ تم إنشاء: timings_hafs_114/timing_092.json

📖 تحميل توقيتات السورة 093 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=12
  ✅ read=3 | إبراهيم العسيري | ayat=11
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=11
  ✅ read=5 | أحمد بن علي العجمي | ayat=12
  ✅ read=6 | أحمد الحواشي | ayat=11
  ✅ read=8 | أحمد صابر | ayat=11
  ✅ read=9 | أحمد نعينع | ayat=12
  ✅ read=10 | أكرم العلاقمي | ayat=12
  ✅ read=12 | إدريس أبكر | ayat=11
  ✅ read=13 | الزين محمد أحمد | ayat=11
  ✅ read=17 | توفيق الصايغ | ayat=11
  ✅ read=20 | خالد الجليل | ayat=11
  ✅ read=21 | خالد القحطاني | ayat=11
  ✅ read=22 | خالد عبدالكافي | ayat=11
  ✅ read=24 | خليفة الطنيجي | ayat=11
  ✅ read=25 | داود حمزة | ayat=11
  ✅ read=30 | سعد الغامدي | ayat=11
  ✅ read=31 | سعود الشريم | ayat=12
  ✅ read=32 | سهل ياسين | ayat=12
  ✅ read=33 | زكي داغستاني | ayat=11
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=11
  ✅ read=39 | صابر عبدالحكم | ayat=11
  ✅ read=40 | صالح الصاهود | ayat=11
  ✅ read=42 | صالح الهبدان | ayat=11
  ✅ read=43 | صلاح البدير | ayat=11
  ✅ read=44 | صلاح الهاشم | ayat=11
  ✅ read=46 | صلاح بو خاطر | ayat=11
  ✅ read=48 | عادل ريان | ayat=11
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=11
  ✅ read=50 | عبدالبارئ محمد | ayat=11
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=12
  ✅ read=54 | عبدالرحمن السديس | ayat=11
  ✅ read=55 | عبدالعزيز الأحمد | ayat=11
  ✅ read=56 | عبدالعزيز الزهراني | ayat=11
  ✅ read=58 | عبدالله البعيجان | ayat=11
  ✅ read=59 | عبدالله المطرود | ayat=11
  ✅ read=60 | عبدالله بصفر | ayat=12
  ✅ read=61 | عبدالله خياط | ayat=11
  ✅ read=62 | عبدالله عواد الجهني | ayat=12
  ✅ read=66 | عبدالمحسن الحارثي | ayat=11
  ✅ read=67 | عبدالمحسن القاسم | ayat=12
  ✅ read=69 | عبدالمحسن العبيكان | ayat=11
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=11
  ✅ read=71 | عبدالودود حنيف | ayat=11
  ✅ read=72 | عبدالولي الأركاني | ayat=11
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=11
  ✅ read=76 | علي جابر | ayat=11
  ✅ read=77 | علي حجاج السويسي | ayat=12
  ✅ read=78 | عماد زهير حافظ | ayat=12
  ✅ read=81 | فارس عباد | ayat=11
  ✅ read=86 | ناصر القطامي | ayat=11
  ✅ read=87 | نبيل الرفاعي | ayat=11
  ✅ read=88 | نعمة الحسان | ayat=11
  ✅ read=89 | هاني الرفاعي | ayat=11
  ✅ read=92 | ياسر الدوسري | ayat=11
  ✅ read=106 | محمد الطبلاوي | ayat=12
  ✅ read=109 | محمد أيوب | ayat=11
  ✅ read=110 | محمد صالح عالم شاه | ayat=11
  ✅ read=112 | محمد صديق المنشاوي | ayat=12
  ✅ read=115 | محمد عبدالكريم | ayat=11
  ✅ read=118 | محمود خليل الحصري | ayat=12
  ✅ read=123 | مشاري العفاسي | ayat=11
  ✅ read=139 | ماجد الزامل | ayat=11
  ✅ read=159 | خالد المهنا | ayat=12
  ✅ read=181 | جمعان العصيمي | ayat=11
  ✅ read=193 | يوسف بن نوح أحمد | ayat=11
  ✅ read=198 | محمد رشاد الشريف | ayat=11
  ✅ read=201 | أحمد الطرابلسي | ayat=11
  ✅ read=203 | أحمد عامر | ayat=11
  ✅ read=217 | بندر بليله | ayat=11
  ✅ read=219 | وديع اليمني | ayat=11
  ✅ read=221 | رعد محمد الكردي | ayat=11
  ✅ read=225 | عبدالرحمن العوسي | ayat=11
  ✅ read=229 | محمد خليل القارئ | ayat=11
  ✅ read=232 | إبراهيم الدوسري | ayat=11
  ✅ read=236 | عبدالرحمن الماجد | ayat=11
  ✅ read=243 | عبدالله الموسى | ayat=11
  ✅ read=244 | عبدالله الخلف | ayat=11
  ✅ read=245 | منصور السالمي | ayat=11
  ✅ read=250 | محمد البخيت | ayat=11
  ✅ read=256 | أحمد خليل شاهين | ayat=11
  ✅ read=258 | عبدالرشيد صوفي | ayat=11
  ✅ read=259 | أحمد النفيس | ayat=11
  ✅ read=265 | أحمد ديبان | ayat=11
  ✅ read=268 | بيشه وا قادر الكردي | ayat=11
  ✅ read=273 | هيثم الدخين | ayat=11
  ✅ read=282 | عبدالعزيز التركي | ayat=11
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=11
  ✅ read=294 | سيد أحمد هاشمي | ayat=11
